"year","flow","signal","avgLLE","flow_mean","flow_var"
762,16355515,-0.0161934752465004,NA,NA,NA
763,13185239,-1.42775482210381,NA,NA,NA
764,12138949,-2.49133161842111,NA,NA,NA
765,12685643,-2.0124051116682,NA,NA,NA
766,16660257,-0.42383913004367,NA,NA,NA
767,14375547,0.824260328110487,NA,NA,NA
768,16546519,0.749287129907574,NA,NA,NA
769,16484271,-0.259145378151325,NA,NA,NA
770,13488922,-0.718294266019989,NA,NA,NA
771,14011105,0.0729827464039237,NA,NA,NA
772,18114926,0.760176406937552,NA,NA,NA
773,15886543,0.0854365110473271,NA,NA,NA
774,12322111,-0.658526114235961,NA,NA,NA
775,15028307,0.284513837263819,NA,NA,NA
776,19109841,1.92302198179195,NA,NA,NA
777,16876598,2.14954211062554,NA,NA,NA
778,15418937,1.03277003151765,NA,NA,NA
779,14503654,-0.130871829616346,NA,NA,NA
780,17182219,-1.05303860805961,NA,NA,NA
781,13421825,-1.26887947085169,-0.0423429081490487,15.272329025641,8.22734192188461
782,16320399,0.643003152452528,-0.0439773972678555,15.3954364102564,9.09211833023562
783,18145684,3.89036981003371,-0.0440802159657215,15.572713025641,9.51351672253808
784,24311361,4.54322096381918,-0.0468482840680401,15.8025306923077,9.95353402153075
785,17915230,0.99736095279648,-0.0497954172977506,15.9145712307692,9.72628879596724
786,8763345,-2.68775190889513,-0.0533767811223289,15.8297773846154,9.87691165284335
787,15618444,-2.28178027475836,-0.0565216484762805,15.7934645641026,10.0367316098164
788,17226160,0.748677132643377,-0.0578560752358033,15.6596459487179,10.5282718306722
789,17103401,2.06769292170231,-0.0603278732851865,15.5983020769231,10.5711977925703
790,14332849,0.40699815126912,-0.0613181671768988,15.5192611794872,11.1570785771819
791,13372094,-2.13780368815151,-0.0640969596291392,15.6343811025641,11.317554368512
792,10659969,-3.40962749936123,-0.0696022609531176,15.643531051282,11.3674077981258
793,13523559,-2.60356147712685,-0.0699662076571931,15.6012579230769,11.416015047315
794,11755645,-0.259180233571806,-0.0726523411967181,15.685775,11.1257230154855
795,18336644,1.67883544153388,-0.0816301050136238,15.6635496666667,11.1749816347035
796,18024649,1.27792775068591,-0.087346502663245,15.3858358461538,12.2183170717828
