"year","flow","signal","avgLLE","flow_mean","flow_var"
1569,2046024,0.0395631190308483,NA,NA,NA
1570,2712935,0.138520675184894,NA,NA,NA
1571,2427504,0.141699603377556,NA,NA,NA
1572,2826620,-0.0658222201480298,NA,NA,NA
1573,1563215,-0.364100402717865,NA,NA,NA
1574,1051118,-0.491628145943146,NA,NA,NA
1575,2834005,-0.322040151411631,NA,NA,NA
1576,1591235,0.0118936020947013,NA,NA,NA
1577,2867437,0.221837905215961,NA,NA,NA
1578,2667469,0.113187100544644,NA,NA,NA
1579,1653300,-0.18475685736514,NA,NA,NA
1580,1076589,-0.346682676491192,NA,NA,NA
1581,2250205,-0.302053322168932,NA,NA,NA
1582,2167230,-0.322693376013857,NA,NA,NA
1583,2024032,-0.525483649161526,NA,NA,NA
1584,438145,-0.614683837359893,NA,NA,NA
1585,1884270,-0.329150347551797,NA,NA,NA
1586,2785773,0.144205790013612,NA,NA,NA
1587,2166977,0.400516654635162,NA,NA,NA
1588,2960822,0.254265806585221,0.0270021802015365,2.20871597435897,0.661104453052499
1589,2618669,-0.155953873390237,0.0286881540219322,2.23904543589744,0.686851203189147
1590,808925,-0.532976506658228,0.0233360315169956,2.23001712820513,0.681248084805115
1591,1848392,-0.62790362187836,0.024078232850352,2.24194676923077,0.691634314081919
1592,1661278,-0.374407746258688,0.0261747437177679,2.23805761538462,0.687556762868611
1593,2392298,0.106730516806621,0.0353842500177659,2.25753861538462,0.675372483178032
1594,2996484,0.565454225295787,0.043078712630839,2.31062287179487,0.653817564984483
1595,3014916,0.703025406811866,0.048833315406014,2.30960602564103,0.652765481365131
1596,3055995,0.379940779119517,0.0553194951063439,2.33983407692308,0.643828344816283
1597,2032225,-0.185129527837521,0.0589764928418215,2.33875541025641,0.642705553756775
1598,487361,-0.579799364212041,0.0657244748215157,2.34725612820513,0.651259451302167
1599,3253079,-0.598091736573437,0.0682038049803403,2.38287530769231,0.650002512322955
1600,913131,-0.341600758691364,0.0742860537424386,2.41805776923077,0.603941333700024
1601,2874911,0.0276444732313107,0.0783376285419692,2.4237758974359,0.603246393026779
1602,2871681,0.428117753247828,0.0811944782278027,2.45836635897436,0.631694757389499
1603,3151375,0.74725810387351,0.0748343395023511,2.44884841025641,0.643713341745775
1604,3324907,0.788613495523148,0.0732700353320661,2.48569248717949,0.544591194147572
1605,3159484,0.469189363742764,0.0735688838343236,2.47523648717949,0.561762902994309
1606,2523177,0.0168447224306523,0.0824659657942869,2.44277835897436,0.582161211956499
1607,1156730,-0.196351609362526,0.0912706991612004,2.42205174358974,0.610649044831196
1608,3228873,-0.0647000599157922,0.0957289692911646,2.41247079487179,0.603633492454746
1609,2360831,0.159908313073964,0.0973154512004076,2.397917,0.605734318956684
1610,2892760,0.241629512997949,0.0990445077678046,2.43600335897436,0.53808353207392
1611,2674943,0.23038016599666,0.0982123509132812,2.45115384615385,0.528761730753397
1612,2322974,0.263713455544696,0.0879978101937938,2.44763017948718,0.534958969303309
1613,3121404,0.312791380059163,0.0785345357960773,2.42480405128205,0.557871735880103
1614,2794348,0.290500780843203,0.0674588978985483,2.43420017948718,0.572340808481993
1615,2770129,0.249206622499801,0.0586295076595555,2.40721651282051,0.568573008095677
1616,2825369,0.282174828374385,0.053918006581155,2.37919782051282,0.561877263221467
1617,2998997,0.346458121896096,0.0476764576066138,2.38450056410256,0.559197254657568
1618,3042448,0.360238543586933,0.0469336764335367,2.42491407692308,0.46551866812881
1619,2448705,0.355623719578261,0.0530450302581982,2.38972023076923,0.453997699562656
1620,2473212,0.359985365849179,0.0595420683960012,2.43313069230769,0.395919464525377
1621,3516258,0.261952764901883,0.0731359769153506,2.42932853846154,0.393035423572308
1622,1652832,-0.0198494561373954,0.089781946148591,2.41287751282051,0.38865292575552
1623,1875064,-0.352706901281926,0.107045349332825,2.40080741025641,0.376038108356459
1624,1476486,-0.526536029298594,0.1202859198119,2.36870987179487,0.355334168927536
1625,1519906,-0.47478933779383,0.125788493558993,2.36441235897436,0.349078859905131
1626,1358639,-0.267132235631467,0.126261491481712,2.32410771794872,0.399298268676734
1627,2587165,-0.00526882387957312,0.12331894472184,2.33375664102564,0.379808521185868
1628,2051071,0.181510350412922,0.12264887082566,2.31741635897436,0.36019898816371
1629,2294293,0.162903909766267,0.128022725074977,2.31160833333333,0.360997003550333
1630,2439261,-0.0360691612672953,0.129518683516056,2.31700525641026,0.368570884909038
1631,1523855,-0.193814477183905,0.12342677277998,2.32046317948718,0.371577802544783
1632,1502079,-0.151777264112846,0.120515359674207,2.33014107692308,0.375280486643126
1633,3362933,-0.0303832005849423,0.115203394070522,2.30701341025641,0.358577864711564
1634,1962553,-0.0398277701284454,0.111871401804102,2.26876761538462,0.377366785776085
1635,1963266,-0.184458387503892,0.115176072152345,2.22565205128205,0.405495241372945
1636,2239032,-0.300902722769541,0.110925713062834,2.24720551282051,0.450145024752783
1637,2063488,-0.276450082096293,0.108759332512947,2.21092623076923,0.445491882225603
1638,1880519,-0.122400341561618,0.10522159434549,2.183304,0.428102559806316
1639,2606139,0.0678243576317121,0.0967494784521196,2.15932174358974,0.437468530900248
1640,2726627,0.189799839148631,0.0931344577452132,2.16072238461538,0.438447475403453
1641,2230091,0.216417186393378,0.0912309364254397,2.14046384615385,0.398085736688344
1642,2680641,0.168606915734237,0.0908700257007774,2.16205535897436,0.394655719189236
1643,2073103,-5.24030258821574e-05,0.0876390526447901,2.18513261538462,0.401831026069927
1644,2991881,-0.316915495948089,0.0870766967808378,2.20503743589744,0.388329538125463
1645,951296,-0.596110782970869,0.0906383762765441,2.21393979487179,0.378900778916588
1646,1533038,-0.574743118696871,0.0976273928836874,2.23144466666667,0.36011932196586
1647,2591602,-0.250122069407658,0.112057532065377,2.20886138461538,0.363520030247927
1648,2134318,0.140752717619999,0.128013662803401,2.20163961538462,0.367893060858243
1649,3103240,0.415470421244391,0.134729992575787,2.18729174358974,0.373192931357564
1650,2809802,0.487859821191625,0.137479707544738,2.21139353846154,0.408313345059413
1651,2700412,0.267084317058158,0.142561457732877,2.21460702564103,0.404181001981499
1652,2219425,-0.172843518302561,0.142639130226617,2.21608087179487,0.402110133873483
1653,1302762,-0.475711370967155,0.14450721760979,2.21242425641026,0.394023686569775
1654,1088622,-0.399615940788254,0.145391165507634,2.23385105128205,0.400939213935524
1655,3665954,-0.185088296594859,0.139979645555704,2.25700658974359,0.408989342909669
1656,1584105,-0.191745973046285,0.13819411181593,2.24481620512821,0.41523472332222
1657,1965181,-0.343959559521339,0.133838394097588,2.27043315384615,0.431292989412502
1658,1513397,-0.296889972973245,0.123711837591405,2.27462282051282,0.428624368219151
1659,2527837,0.00264773224090555,0.119973624897602,2.30009438461538,0.471260495441769
1660,2726175,0.270946496576958,0.118241692395395,2.28279625641026,0.467785520898459
1661,2494901,0.30773214897156,0.114608046631834,2.31779641025641,0.511774467676669
1662,2775077,0.181988269637615,0.107828753088894,2.31699158974359,0.511200310120669
1663,2252774,0.0304544634381648,0.10409424479247,2.3122588974359,0.514443096090305
1664,1867098,-0.127812867269121,0.100290583948565,2.32573982051282,0.540336845870677
1665,2041329,-0.312860267092648,0.0974723052371601,2.33954751282051,0.508817656739099
1666,1706417,-0.418791675333489,0.0915630080208753,2.30615861538462,0.607569791503401
1667,1769422,-0.297492535262071,0.0825553333345924,2.27864746153846,0.620968408309413
1668,1734726,-0.0349796815251057,0.0794013325288137,2.29132494871795,0.623480665242366
1669,3379231,0.0908161835473191,0.0825938943592039,2.29531966666667,0.630760465356754
1670,1649181,0.0302373721431338,0.0910485160050394,2.29065292307692,0.626681546263283
1671,1559559,0.0442516162568924,0.102810437123612,2.28983066666667,0.62601632732507
1672,3220325,0.231632402835291,0.122267154434512,2.30445348717949,0.63224233102252
